evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,7,41,841,5.8327852570834e-07,0,,156,100
1,14,86,886,0.005573220000901255,1,,156,100
2,21,123,923,0.6903658346603614,1,,156,100
3,29,170,970,0.9296260555327568,1,,159,100
4,37,225,1025,2.7373168135439098e-05,0,,161,100
5,44,263,1063,0.01111063294585237,1,,158,100
6,50,297,1097,0.11274329166566965,1,,160,100
7,56,328,1128,0.8904099763725414,1,,161,100
8,62,359,1159,8.357712861158224e-08,0,,158,100
9,70,401,1201,0.5825102115763702,1,,159,100
10,79,459,1259,0.0022014145514555497,1,,159,100
11,86,502,1302,0.8413361818414803,1,,154,100
12,95,552,1352,0.010263532268068684,1,,152,100
13,100,580,1380,0.020681376467285798,1,,152,100
14,108,627,1427,0.47315669347348516,1,,154,100
15,115,674,1474,3.268566158379204e-09,0,,152,100
16,121,718,1518,0.016463483219868246,1,,156,100
17,134,807,1607,0.001068228069732235,1,,156,100
18,140,841,1641,1.2215816127070695e-06,0,,160,100
19,174,1035,1835,0.62168432197271,1,,160,100
20,209,1255,2055,0.0017598403080832197,1,,162,100
21,215,1297,2097,2.439891357375838e-05,0,,164,100
22,243,1473,2273,1.2569224261764663e-25,0,,168,100
23,305,1844,2644,2.176943942242953e-10,0,,160,100
24,1223,7476,8276,4.78141638849248e-20,0,,132,100
