evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.54166817880784,1,,150,100
1,7,44,844,0.9755707091721366,1,,152,100
2,12,81,881,0.9181023673722392,1,,151,100
3,25,175,975,0.7101869941976932,1,,153,100
4,32,226,1026,0.9412290955180762,1,,156,100
5,39,268,1068,0.2242474208479972,1,,156,100
6,48,336,1136,0.9443374527592429,1,,157,100
7,53,376,1176,0.7533737037008607,1,,162,100
8,58,408,1208,0.9936640927232142,1,,164,100
9,65,469,1269,0.10458360996371119,1,,165,100
10,70,507,1307,0.09091264394050819,1,,165,100
11,83,590,1390,0.9956498157327153,1,,167,100
12,89,620,1420,0.9990093145153822,1,,167,100
13,95,670,1470,0.6153898585692199,1,,163,100
14,100,711,1511,0.720225628100876,1,,156,100
15,105,739,1539,0.9612040161433405,1,,151,100
16,111,782,1582,0.9806979884001604,1,,142,100
17,118,832,1632,0.9889834174489206,1,,132,100
18,126,878,1678,0.9914085144112086,1,,121,100
19,132,923,1723,0.9989959715918757,1,,116,100
20,137,953,1753,0.9973048805799797,1,,106,100
