evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.8328443287142788,1,,137,100
1,5,33,833,0.9938560000997132,1,,129,100
2,11,73,873,0.8981219313945682,1,,122,100
3,16,101,901,0.9768065515102599,1,,117,100
4,21,134,934,0.00028582230351213267,0,,111,100
5,26,165,965,0.8461948916758079,1,,106,100
6,32,202,1002,0.9584717568804729,1,,101,100
