evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,7,41,841,7.185592225592774e-16,0,,156,100
1,14,86,886,4.4789842853918105e-13,0,,156,100
2,21,123,923,4.106692422182654e-08,0,,156,100
3,29,170,970,1.9365097716115395e-11,0,,159,100
4,37,225,1025,3.959863484027957e-08,0,,161,100
5,44,263,1063,2.9888277119070785e-22,0,,158,100
6,50,297,1097,1.9909514415935129e-13,0,,160,100
7,56,328,1128,4.135850208308296e-23,0,,161,100
8,62,359,1159,6.358128831392473e-16,0,,158,100
9,70,401,1201,2.0449819884740017e-20,0,,159,100
10,79,459,1259,2.6581340934504054e-16,0,,159,100
11,86,502,1302,0.0037659296948042162,1,,154,100
12,95,552,1352,9.357442581320237e-08,0,,152,100
13,100,580,1380,5.706093149765252e-10,0,,152,100
14,108,627,1427,1.0689274955108158e-05,0,,154,100
15,115,674,1474,1.0321792760963606e-07,0,,152,100
16,121,718,1518,2.2586911510545822e-06,0,,156,100
17,134,807,1607,3.41175015966118e-08,0,,156,100
18,140,841,1641,1.6027315486159922e-06,0,,160,100
19,174,1035,1835,3.4507462655535197e-25,0,,160,100
20,209,1255,2055,4.7996065389297955e-15,0,,162,100
21,215,1297,2097,1.7955477138235766e-09,0,,164,100
22,243,1473,2273,8.010723466617941e-17,0,,168,100
23,305,1844,2644,1.804966058788212e-33,0,,160,100
24,1223,7476,8276,6.557365440118977e-15,0,,132,100
