evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,2,12,812,7.422403201898937e-24,0,,179,100
1,33,195,995,1.4924350626055814e-14,0,,181,100
2,48,297,1097,0.005791406135492793,1,,181,100
3,70,411,1211,2.83892988881074e-13,0,,181,100
4,75,435,1235,0.0011942723147398376,1,,181,100
5,82,481,1281,5.110527238133242e-10,0,,177,100
6,91,530,1330,0.12513706748057266,1,,176,100
7,96,556,1356,0.0859934822968153,1,,175,100
8,101,576,1376,0.04689172549529194,1,,173,100
9,110,617,1417,0.22168083738300803,1,,171,100
10,119,660,1460,0.014361571664141605,1,,170,100
11,127,714,1514,0.35511222245672286,1,,168,100
12,139,797,1597,1.1287134209957408e-10,0,,172,100
13,144,828,1628,0.002259107579026484,1,,172,100
14,149,856,1656,0.23258818104612336,1,,173,100
15,154,901,1701,5.8921318098290826e-09,0,,174,100
16,162,942,1742,3.181392485346092e-10,0,,172,100
17,168,975,1775,0.0014480561928563482,1,,168,100
18,174,1002,1802,0.0008004155701030821,0,,167,100
19,179,1027,1827,9.052589426697868e-20,0,,164,100
20,185,1065,1865,0.031583584995277546,1,,166,100
21,191,1102,1902,0.00022415054028208174,0,,168,100
22,200,1147,1947,2.3043315433392457e-24,0,,166,100
23,220,1250,2050,0.09511462579352496,1,,159,100
24,227,1289,2089,6.947536401994834e-12,0,,162,100
25,268,1513,2313,4.4500063398853857e-23,0,,162,100
26,276,1567,2367,0.0010495966033185395,1,,165,100
27,399,2279,3079,3.528783836530631e-12,0,,109,100
28,406,2320,3120,0.9834169314832207,1,,101,100
