evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.0,0,,137,100
1,5,33,833,0.0,0,,129,100
2,11,73,873,0.8408,1,,122,100
3,16,101,901,0.88,1,,117,100
4,21,134,934,0.9726,1,,111,100
5,26,165,965,0.8458,1,,106,100
6,32,202,1002,0.9592,1,,101,100
