evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,3,13,813,2.1452177141279312e-09,0,,178,100
1,8,53,853,0.0009417256715401861,0,,180,100
2,17,105,905,4.46743427982137e-10,0,,174,100
3,22,137,937,0.48464944973324453,1,,170,100
4,28,180,980,0.001660544983415836,1,,172,100
5,34,207,1007,0.0013868124434186354,1,,170,100
6,39,243,1043,1.8928169860548386e-12,0,,171,100
7,45,281,1081,0.6703844596939222,1,,169,100
8,50,323,1123,4.845669120842525e-06,0,,173,100
9,57,359,1159,0.0017993726505131098,1,,168,100
10,62,389,1189,0.0066233177516532155,1,,163,100
11,67,424,1224,0.2874865174485131,1,,157,100
12,72,449,1249,0.0003945721169483206,0,,151,100
13,78,486,1286,0.24224834338344917,1,,144,100
14,90,543,1343,0.0004185581885829666,0,,132,100
15,96,585,1385,4.532653439338824e-19,0,,123,100
16,102,607,1407,0.9902168399202418,1,,116,100
17,113,677,1477,1.4491145400912111e-05,0,,101,100
