evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.9685122579187737,1,,150,100
1,7,44,844,5.862813840529762e-07,0,,152,100
2,12,81,881,0.011777630579331094,1,,151,100
3,25,175,975,1.1464029456245474e-06,0,,153,100
4,32,226,1026,0.00012167867699436871,0,,156,100
5,39,268,1068,2.152077195819167e-05,0,,156,100
6,48,336,1136,6.220515719518866e-06,0,,157,100
7,53,376,1176,0.00035413188461761797,0,,162,100
8,58,408,1208,2.6979001473086053e-06,0,,164,100
9,65,469,1269,7.009703944754758e-05,0,,165,100
10,70,507,1307,0.00019778996276451568,0,,165,100
11,83,590,1390,1.94074162119715e-05,0,,167,100
12,89,620,1420,8.87114459160171e-06,0,,167,100
13,95,670,1470,0.000930038412953394,0,,163,100
14,100,711,1511,0.0004779951559355316,0,,156,100
15,105,739,1539,1.2373614593722143e-05,0,,151,100
16,111,782,1582,2.4634503745058976e-06,0,,142,100
17,118,832,1632,1.4234118650134791e-05,0,,132,100
18,126,878,1678,0.001336069459956734,1,,121,100
19,132,923,1723,7.179494342846869e-08,0,,116,100
20,137,953,1753,3.899858084659694e-07,0,,106,100
