evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,3,13,813,0.9275707890374556,1,,178,100
1,8,53,853,0.07979112952253224,1,,180,100
2,17,105,905,0.749086008504763,1,,174,100
3,22,137,937,0.2664930822223298,1,,170,100
4,28,180,980,0.03870029763749887,1,,172,100
5,34,207,1007,1.7401754717538255e-07,0,,170,100
6,39,243,1043,0.000948814233924973,0,,171,100
7,45,281,1081,0.7678200612226994,1,,169,100
8,50,323,1123,0.9665529803021821,1,,173,100
9,57,359,1159,0.9734773468715249,1,,168,100
10,62,389,1189,0.12175849213073872,1,,163,100
11,67,424,1224,0.971592040411649,1,,157,100
12,72,449,1249,0.3564910693371912,1,,151,100
13,78,486,1286,0.9754545390958006,1,,144,100
14,90,543,1343,0.7820149019637757,1,,132,100
15,96,585,1385,0.7374559836750997,1,,123,100
16,102,607,1407,0.7601948968328848,1,,116,100
17,113,677,1477,0.00239350434625834,1,,101,100
