evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,113,777,1577,1.6004860866237814e-05,0,,165,100
1,121,835,1635,7.255341275323295e-05,0,,165,100
2,169,1204,2004,3.2454904830374775e-10,0,,168,100
3,180,1289,2089,1.6220564650562543e-06,0,,170,100
4,193,1396,2196,3.5663763079854427e-09,0,,178,100
5,200,1444,2244,3.4144300617021446e-07,0,,175,100
6,258,1808,2608,0.00015215461700194603,0,,164,100
7,282,1990,2790,2.6991334867446905e-08,0,,162,100
8,293,2073,2873,0.0001489764910491005,0,,162,100
9,304,2130,2930,2.0915497178119184e-06,0,,162,100
10,309,2164,2964,9.083308654453066e-07,0,,160,100
11,366,2553,3353,2.941701443399436e-17,0,,161,100
12,381,2663,3463,9.127116143145856e-05,0,,157,100
13,388,2715,3515,0.00039006236397265496,0,,158,100
14,393,2753,3553,4.457275417836762e-30,0,,161,100
15,445,3120,3920,4.134651905458586e-06,0,,169,100
16,457,3211,4011,1.1458135058618654e-10,0,,169,100
17,474,3334,4134,0.00033753980981705,0,,177,100
18,481,3383,4183,2.568660171986979e-14,0,,171,100
19,523,3731,4531,3.706020820480292e-06,0,,171,100
20,528,3761,4561,0.0708599446539407,1,,167,100
21,547,3882,4682,0.0006955803588561213,0,,163,100
22,555,3974,4774,0.31938378474255175,1,,160,100
23,561,4009,4809,0.03273945555381774,1,,165,100
24,581,4142,4942,0.19999302995206378,1,,160,100
25,597,4261,5061,0.7961538003008339,1,,165,100
26,602,4301,5101,0.0001860356870936813,0,,165,100
27,618,4421,5221,0.002708904578004874,1,,167,100
28,636,4546,5346,1.120367240993667e-18,0,,169,100
29,649,4659,5459,0.0052487835220601485,1,,173,100
30,680,4868,5668,1.3073075206426024e-27,0,,179,100
31,697,4977,5777,1.812144136404587e-15,0,,175,100
32,703,5016,5816,0.0001332431792186894,0,,172,100
33,719,5128,5928,9.529554842548831e-06,0,,170,100
34,724,5161,5961,3.1688535893686466e-14,0,,167,100
35,744,5291,6091,0.00018839310840333858,0,,163,100
36,759,5393,6193,0.01025593677006933,1,,162,100
37,792,5619,6419,5.546440195090938e-41,0,,156,100
38,798,5649,6449,2.59556910908224e-07,0,,151,100
39,804,5703,6503,7.85520982760305e-12,0,,151,100
40,811,5757,6557,4.161080010417958e-05,0,,153,100
41,816,5789,6589,5.5471531598907015e-08,0,,155,100
42,823,5850,6650,0.004930043116523732,1,,155,100
43,829,5891,6691,1.440394975447041e-07,0,,154,100
44,847,5997,6797,6.393658711117641e-07,0,,150,100
45,929,6598,7398,5.348488660322262e-35,0,,149,100
46,948,6741,7541,1.3047797746706565e-07,0,,152,100
47,957,6814,7614,2.582006333701795e-14,0,,159,100
48,966,6883,7683,0.004206574401232219,1,,159,100
49,975,6945,7745,5.069915374620011e-10,0,,161,100
50,980,6979,7779,0.00047741975618726485,0,,158,100
51,993,7077,7877,0.00015333849854723018,0,,165,100
52,1003,7155,7955,0.0004234359103580011,0,,162,100
53,1014,7248,8048,0.0002788255049787605,0,,164,100
54,1020,7277,8077,0.0005477600366705785,0,,167,100
55,1026,7317,8117,5.774310456280729e-05,0,,166,100
56,1033,7363,8163,0.00010328272811691087,0,,166,100
57,1043,7455,8255,3.5957176236104137e-06,0,,168,100
58,1048,7481,8281,5.453712705289351e-05,0,,167,100
59,1054,7527,8327,5.871784548462535e-05,0,,168,100
60,1059,7575,8375,0.9443381580675434,1,,165,100
61,1064,7608,8408,7.555012302201131e-05,0,,162,100
62,1073,7671,8471,0.00033607714551115266,0,,160,100
63,1090,7781,8581,5.673726511341361e-09,0,,166,100
64,1104,7873,8673,0.124162624577818,1,,162,100
65,1110,7916,8716,2.939640843431738e-06,0,,162,100
66,1115,7950,8750,0.0001700247172629277,0,,162,100
67,1125,8020,8820,8.833827904489214e-06,0,,161,100
68,1140,8121,8921,4.156203479756012e-09,0,,159,100
69,1159,8288,9088,0.22875795307592303,1,,164,100
70,1164,8323,9123,0.00024832471728990853,0,,163,100
71,1171,8386,9186,2.4171424511388127e-06,0,,165,100
72,1176,8417,9217,0.06153832170028568,1,,167,100
73,1181,8456,9256,6.894038029489228e-06,0,,166,100
74,1186,8491,9291,0.0001621011262506026,0,,172,100
75,1191,8526,9326,0.03319620840576877,1,,167,100
76,1197,8559,9359,6.997517606302185e-05,0,,165,100
77,1202,8593,9393,0.0003173526786450407,0,,165,100
78,1213,8686,9486,0.00016652616458658894,0,,167,100
79,1218,8724,9524,0.017399668464360498,1,,168,100
80,1227,8775,9575,0.0289636924349145,1,,167,100
81,1234,8823,9623,0.00011594891703279193,0,,165,100
82,1241,8885,9685,0.47805904325187704,1,,166,100
83,1246,8924,9724,0.07907862506809604,1,,170,100
84,1257,8980,9780,3.402613901182678e-10,0,,168,100
85,1262,9004,9804,2.1301401372396925e-07,0,,168,100
86,1276,9100,9900,2.784515519892322e-07,0,,163,100
87,1286,9171,9971,0.007417403549938855,1,,163,100
88,1315,9382,10182,0.0006354603917274719,0,,170,100
89,1335,9525,10325,8.941493301300675e-19,0,,170,100
