evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,7.308272923021406e-15,0,,165,100
1,54,345,1145,1.084749955289661e-25,0,,166,100
2,116,722,1522,2.0881053323499623e-20,0,,162,100
3,124,766,1566,1.0197803956564312e-20,0,,163,100
4,150,910,1710,2.4453681875447255e-10,0,,162,100
5,162,976,1776,1.4734133924741253e-17,0,,158,100
6,172,1025,1825,4.6045545792039785e-21,0,,156,100
7,183,1106,1906,1.5085827642431453e-16,0,,152,100
8,189,1142,1942,5.3278024427776245e-20,0,,156,100
9,569,3409,4209,4.16423501534384e-27,0,,174,100
10,1444,8434,9234,5.2086416389432486e-14,0,,181,100
11,1462,8539,9339,3.626499711817808e-24,0,,173,100
12,1487,8678,9478,7.272841641858103e-20,0,,170,100
13,1502,8770,9570,3.097102487629414e-20,0,,172,100
14,1537,8999,9799,2.3806127135932455e-13,0,,179,100
15,1545,9046,9846,1.512506213204357e-22,0,,180,100
16,1572,9213,10013,8.211333405677866e-23,0,,182,100
17,1577,9243,10043,8.507952775124069e-30,0,,184,100
18,1615,9489,10289,3.580128474198413e-28,0,,186,100
19,1636,9615,10415,9.083758728438066e-16,0,,177,100
20,1646,9679,10479,1.5300784629300116e-13,0,,175,100
21,1672,9815,10615,4.2426699250249494e-26,0,,171,100
