evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.0054,1,,177,100
1,6,31,831,0.0006,0,,178,100
2,14,78,878,0.3918,1,,179,100
3,19,112,912,0.0078,1,,181,100
4,24,145,945,0.922,1,,184,100
5,29,170,970,0.0002,0,,183,100
6,35,200,1000,0.279,1,,180,100
7,45,255,1055,0.8596,1,,182,100
8,52,297,1097,0.0052,1,,181,100
9,57,321,1121,0.7266,1,,179,100
10,62,348,1148,0.1974,1,,178,100
11,68,374,1174,0.7694,1,,177,100
12,75,411,1211,0.7294,1,,174,100
13,81,443,1243,0.7512,1,,174,100
14,86,469,1269,0.1508,1,,174,100
15,91,498,1298,0.52,1,,174,100
16,96,527,1327,0.0008,0,,175,100
17,104,567,1367,0.3082,1,,172,100
18,109,590,1390,0.0136,1,,170,100
19,114,628,1428,0.1128,1,,172,100
20,120,666,1466,0.022,1,,168,100
21,125,692,1492,0.7498,1,,163,100
22,130,729,1529,0.831,1,,153,100
23,135,754,1554,0.2626,1,,148,100
24,143,795,1595,0.6646,1,,139,100
25,149,827,1627,0.002,1,,132,100
26,156,861,1661,0.0184,1,,124,100
27,162,887,1687,0.1452,1,,117,100
28,167,914,1714,0.5968,1,,110,100
29,173,942,1742,0.7526,1,,105,100
30,178,973,1773,0.0,0,,100,100
