evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,7,41,841,0.027985374033661865,1,,156,100
1,14,86,886,0.0011672108945151032,1,,156,100
2,21,123,923,0.2862154835984475,1,,156,100
3,29,170,970,0.512073018757987,1,,159,100
4,37,225,1025,0.002318151173115296,1,,161,100
5,44,263,1063,0.1756014248533244,1,,158,100
6,50,297,1097,0.09106341307876308,1,,160,100
7,56,328,1128,0.49731313679507466,1,,161,100
8,62,359,1159,0.06277058918746094,1,,158,100
9,70,401,1201,0.0016541933164963946,1,,159,100
10,79,459,1259,0.31616519927603975,1,,159,100
11,86,502,1302,0.5346212424942653,1,,154,100
12,95,552,1352,0.4315804314512992,1,,152,100
13,100,580,1380,0.022679493419096565,1,,152,100
14,108,627,1427,0.2565203537524877,1,,154,100
15,115,674,1474,0.0935905356829455,1,,152,100
16,121,718,1518,0.013629017332643944,1,,156,100
17,134,807,1607,0.005062976698494048,1,,156,100
18,140,841,1641,0.0008493433125211642,0,,160,100
19,174,1035,1835,0.367655774330701,1,,160,100
20,209,1255,2055,0.002985379361880566,1,,162,100
21,215,1297,2097,0.004743172224394041,1,,164,100
22,243,1473,2273,0.0005994021200281274,0,,168,100
23,305,1844,2644,0.00017938739930412707,0,,160,100
24,1223,7476,8276,5.994291215400803e-07,0,,132,100
