evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,6.600142788325458e-10,0,,182,100
1,5,31,831,0.9870643718295296,1,,181,100
2,14,87,887,0.0017866563705821188,1,,170,100
3,20,132,932,0.07823855241295971,1,,160,100
4,26,167,967,8.010230314475555e-14,0,,152,100
5,31,201,1001,3.0951826966127774e-09,0,,144,100
6,48,321,1121,0.024397523856874513,1,,120,100
7,55,371,1171,5.29636162174087e-14,0,,109,100
