evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,113,777,1577,8.993387176599551e-20,0,,165,100
1,121,835,1635,5.851583671016592e-18,0,,165,100
2,169,1204,2004,6.252725261943397e-29,0,,168,100
3,180,1289,2089,3.030890601786064e-19,0,,170,100
4,193,1396,2196,1.6952959846954438e-15,0,,178,100
5,200,1444,2244,7.145650498280048e-22,0,,175,100
6,258,1808,2608,5.117467211729529e-24,0,,164,100
7,282,1990,2790,8.239173631722663e-26,0,,162,100
8,293,2073,2873,4.122944770725037e-24,0,,162,100
9,304,2130,2930,5.679899319167268e-21,0,,162,100
10,309,2164,2964,5.052558921526744e-23,0,,160,100
11,366,2553,3353,4.1254738876566195e-28,0,,161,100
12,381,2663,3463,2.0374780789200256e-28,0,,157,100
13,388,2715,3515,2.7216912835812744e-23,0,,158,100
14,393,2753,3553,3.2020277438231746e-20,0,,161,100
15,445,3120,3920,4.651296076979592e-20,0,,169,100
16,457,3211,4011,1.8359152223540513e-19,0,,169,100
17,474,3334,4134,2.9297485838345077e-16,0,,177,100
18,481,3383,4183,3.751213355176099e-18,0,,171,100
19,523,3731,4531,4.345518990074853e-19,0,,171,100
20,528,3761,4561,6.268397270593204e-16,0,,167,100
21,547,3882,4682,3.7738323431530693e-16,0,,163,100
22,555,3974,4774,1.589360191761821e-22,0,,160,100
23,561,4009,4809,2.8676741461399865e-23,0,,165,100
24,581,4142,4942,2.6251268946852182e-23,0,,160,100
25,597,4261,5061,1.98449828447591e-20,0,,165,100
26,602,4301,5101,4.169484118656587e-21,0,,165,100
27,618,4421,5221,4.136748292561235e-31,0,,167,100
28,636,4546,5346,7.425287996873717e-15,0,,169,100
29,649,4659,5459,5.565765628169497e-18,0,,173,100
30,680,4868,5668,5.906482389962946e-15,0,,179,100
31,697,4977,5777,3.0625573707587058e-15,0,,175,100
32,703,5016,5816,9.96587176870517e-18,0,,172,100
33,719,5128,5928,1.8344652142459613e-21,0,,170,100
34,724,5161,5961,2.2508293328765597e-24,0,,167,100
35,744,5291,6091,1.6088661332979598e-18,0,,163,100
36,759,5393,6193,8.262612896543808e-25,0,,162,100
37,792,5619,6419,9.78786466657855e-18,0,,156,100
38,798,5649,6449,7.979973938960983e-21,0,,151,100
39,804,5703,6503,5.531365483710361e-22,0,,151,100
40,811,5757,6557,3.1135479297469986e-16,0,,153,100
41,816,5789,6589,1.2247012456882628e-17,0,,155,100
42,823,5850,6650,1.4058998293384073e-20,0,,155,100
43,829,5891,6691,4.9652110961288255e-21,0,,154,100
44,847,5997,6797,1.1545876715827017e-21,0,,150,100
45,929,6598,7398,3.85212613792157e-24,0,,149,100
46,948,6741,7541,4.012553187696793e-22,0,,152,100
47,957,6814,7614,3.882684976409982e-12,0,,159,100
48,966,6883,7683,3.313629014615725e-18,0,,159,100
49,975,6945,7745,7.691620636719916e-20,0,,161,100
50,980,6979,7779,3.3321439019877635e-21,0,,158,100
51,993,7077,7877,1.1837093390190023e-20,0,,165,100
52,1003,7155,7955,1.055432266928136e-24,0,,162,100
53,1014,7248,8048,7.969051906693248e-20,0,,164,100
54,1020,7277,8077,1.4792851322622788e-15,0,,167,100
55,1026,7317,8117,5.935733930446272e-19,0,,166,100
56,1033,7363,8163,2.500708826696841e-19,0,,166,100
57,1043,7455,8255,2.9661161854327283e-23,0,,168,100
58,1048,7481,8281,1.807255084215149e-18,0,,167,100
59,1054,7527,8327,2.9366841975818458e-15,0,,168,100
60,1059,7575,8375,1.30278375151665e-12,0,,165,100
61,1064,7608,8408,3.0550849001220504e-16,0,,162,100
62,1073,7671,8471,4.365105091380396e-17,0,,160,100
63,1090,7781,8581,1.5616546203380474e-23,0,,166,100
64,1104,7873,8673,2.309432335895852e-09,0,,162,100
65,1110,7916,8716,8.00474657864611e-16,0,,162,100
66,1115,7950,8750,2.538503935462587e-16,0,,162,100
67,1125,8020,8820,1.2546164954805006e-24,0,,161,100
68,1140,8121,8921,4.857806142113275e-12,0,,159,100
69,1159,8288,9088,3.9889583325358808e-22,0,,164,100
70,1164,8323,9123,9.893750654631491e-18,0,,163,100
71,1171,8386,9186,1.4457018754699185e-24,0,,165,100
72,1176,8417,9217,2.044596462564261e-19,0,,167,100
73,1181,8456,9256,4.378496702509509e-13,0,,166,100
74,1186,8491,9291,8.20932828770209e-15,0,,172,100
75,1191,8526,9326,3.642770080769183e-13,0,,167,100
76,1197,8559,9359,8.512997003987244e-16,0,,165,100
77,1202,8593,9393,1.72913252132138e-20,0,,165,100
78,1213,8686,9486,2.653666706234926e-22,0,,167,100
79,1218,8724,9524,1.802479935667288e-22,0,,168,100
80,1227,8775,9575,3.5745752424482582e-12,0,,167,100
81,1234,8823,9623,4.2047366250818917e-10,0,,165,100
82,1241,8885,9685,1.1807660353244555e-15,0,,166,100
83,1246,8924,9724,1.3334945001263894e-20,0,,170,100
84,1257,8980,9780,4.467119287800999e-14,0,,168,100
85,1262,9004,9804,1.9102167191296104e-16,0,,168,100
86,1276,9100,9900,4.753174766676032e-20,0,,163,100
87,1286,9171,9971,5.957002443452288e-22,0,,163,100
88,1315,9382,10182,7.685188782717771e-28,0,,170,100
89,1335,9525,10325,5.023941447545316e-28,0,,170,100
