evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,2,12,812,0.0007283322989812616,0,,179,100
1,33,195,995,0.0007889849375259712,0,,181,100
2,48,297,1097,0.09833192256549517,1,,181,100
3,70,411,1211,0.0015367983745322256,1,,181,100
4,75,435,1235,0.0005582091114420017,0,,181,100
5,82,481,1281,0.004386636375255231,1,,177,100
6,91,530,1330,0.04459960919222768,1,,176,100
7,96,556,1356,0.07757556035714482,1,,175,100
8,101,576,1376,0.021520958747053072,1,,173,100
9,110,617,1417,0.16825920586954762,1,,171,100
10,119,660,1460,0.006815080930751506,1,,170,100
11,127,714,1514,0.25310157523190385,1,,168,100
12,139,797,1597,0.03847901618828447,1,,172,100
13,144,828,1628,0.0009662911103860252,0,,172,100
14,149,856,1656,0.015783674241663156,1,,173,100
15,154,901,1701,2.3867483981754777e-07,0,,174,100
16,162,942,1742,0.00040665632923520266,0,,172,100
17,168,975,1775,0.10888018388886402,1,,168,100
18,174,1002,1802,0.014090958232241676,1,,167,100
19,179,1027,1827,0.4262454609023207,1,,164,100
20,185,1065,1865,0.41234709211943316,1,,166,100
21,191,1102,1902,0.0006457222879115017,0,,168,100
22,200,1147,1947,2.5855237503830983e-09,0,,166,100
23,220,1250,2050,9.19816498440647e-05,0,,159,100
24,227,1289,2089,7.127431211288055e-05,0,,162,100
25,268,1513,2313,2.7178449193779296e-05,0,,162,100
26,276,1567,2367,0.00017521357709988922,0,,165,100
27,399,2279,3079,0.005239329222066679,1,,109,100
28,406,2320,3120,0.0022848982032688397,1,,101,100
