evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.9902219650577679,1,,150,100
1,7,44,844,0.9992116431321661,1,,152,100
2,12,81,881,0.9987817861537804,1,,151,100
3,25,175,975,0.7002166599001824,1,,153,100
4,32,226,1026,0.8303997377901677,1,,156,100
5,39,268,1068,3.731747287129585e-11,0,,156,100
6,48,336,1136,1.5203328244803955e-06,0,,157,100
7,53,376,1176,0.000714615418293382,0,,162,100
8,58,408,1208,1.214274106539707e-25,0,,164,100
9,65,469,1269,0.999028939285734,1,,165,100
10,70,507,1307,0.9987982029540325,1,,165,100
11,83,590,1390,0.9870998267855738,1,,167,100
12,89,620,1420,0.02603031985456408,1,,167,100
13,95,670,1470,6.32397193417009e-22,0,,163,100
14,100,711,1511,2.3096417840811087e-27,0,,156,100
15,105,739,1539,7.81598987701168e-09,0,,151,100
16,111,782,1582,3.368602732314727e-10,0,,142,100
17,118,832,1632,0.0021628697971743456,1,,132,100
18,126,878,1678,0.9992473766843919,1,,121,100
19,132,923,1723,0.9656316421893527,1,,116,100
20,137,953,1753,0.9884963475600856,1,,106,100
