evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,7,41,841,4.039328797909202e-06,0,,156,100
1,14,86,886,0.0001973291423803312,0,,156,100
2,21,123,923,0.0009732885446071742,0,,156,100
3,29,170,970,0.00661439399208772,1,,159,100
4,37,225,1025,0.000915695087028957,0,,161,100
5,44,263,1063,5.893025449296151e-05,0,,158,100
6,50,297,1097,5.514568177720878e-05,0,,160,100
7,56,328,1128,8.95231221515537e-06,0,,161,100
8,62,359,1159,0.00013367651546648625,0,,158,100
9,70,401,1201,0.00014126920920428095,0,,159,100
10,79,459,1259,0.010318596011444135,1,,159,100
11,86,502,1302,0.10921170722698963,1,,154,100
12,95,552,1352,0.0012862129813765106,1,,152,100
13,100,580,1380,0.0002205187352440611,0,,152,100
14,108,627,1427,0.0002102928118263713,0,,154,100
15,115,674,1474,2.639334491215479e-06,0,,152,100
16,121,718,1518,2.265295644135117e-10,0,,156,100
17,134,807,1607,4.597002368186822e-14,0,,156,100
18,140,841,1641,9.51834099407249e-08,0,,160,100
19,174,1035,1835,1.1228333027502477e-09,0,,160,100
20,209,1255,2055,2.8435983292237548e-05,0,,162,100
21,215,1297,2097,8.772347999075317e-11,0,,164,100
22,243,1473,2273,1.3650018819997456e-15,0,,168,100
23,305,1844,2644,8.758295581044001e-20,0,,160,100
24,1223,7476,8276,3.669475974962028e-18,0,,132,100
