evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.002024656209328432,1,,165,100
1,54,345,1145,5.869126597710489e-05,0,,166,100
2,116,722,1522,8.166255546739447e-06,0,,162,100
3,124,766,1566,8.190053873940857e-12,0,,163,100
4,150,910,1710,4.2556687810895414e-10,0,,162,100
5,162,976,1776,1.6022655298305403e-12,0,,158,100
6,172,1025,1825,5.608889612586076e-10,0,,156,100
7,183,1106,1906,6.277008664106724e-10,0,,152,100
8,189,1142,1942,2.1667966052774265e-07,0,,156,100
9,569,3409,4209,3.701517546653038e-14,0,,174,100
10,1444,8434,9234,2.1675576057905643e-11,0,,181,100
11,1462,8539,9339,1.5298170117839249e-12,0,,173,100
12,1487,8678,9478,1.9970084689062967e-11,0,,170,100
13,1502,8770,9570,1.220638546304259e-05,0,,172,100
14,1537,8999,9799,0.00015596410852904401,0,,179,100
15,1545,9046,9846,4.2655100834684854e-14,0,,180,100
16,1572,9213,10013,6.894519351903577e-10,0,,182,100
17,1577,9243,10043,6.103628369204373e-12,0,,184,100
18,1615,9489,10289,1.202067150869927e-14,0,,186,100
19,1636,9615,10415,2.24048060400496e-15,0,,177,100
20,1646,9679,10479,7.349054500527153e-12,0,,175,100
21,1672,9815,10615,7.047552638593085e-11,0,,171,100
