evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,4,21,821,0.5154219751929452,1,,157,100
1,13,65,865,5.017448722511736e-13,0,,144,100
2,23,122,922,2.826326546864057e-20,0,,132,100
3,36,190,990,0.007629459223016605,1,,113,100
4,46,238,1038,1.768992214045794e-13,0,,102,100
