evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.9929720831468172,1,,153,100
1,6,39,839,0.7184260075021794,1,,151,100
2,11,71,871,0.7195473925161046,1,,152,100
3,17,99,899,0.9118428806376521,1,,152,100
4,22,148,948,0.9831862048293025,1,,155,100
5,27,172,972,0.7053299834064629,1,,155,100
6,34,233,1033,0.9412574897462678,1,,156,100
7,39,262,1062,0.8621667701362692,1,,147,100
8,44,307,1107,0.8829830805632973,1,,139,100
9,49,335,1135,0.992339311627029,1,,132,100
10,55,365,1165,0.8567728103594423,1,,126,100
11,61,397,1197,0.9563028638216928,1,,119,100
12,66,435,1235,0.9930267030651213,1,,111,100
13,71,466,1266,0.6806528904281183,1,,106,100
14,77,507,1307,0.40658112442245503,1,,100,100
