evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,1.4065577072186741e-05,0,,165,100
1,54,345,1145,1.7412574938650475e-43,0,,166,100
2,116,722,1522,7.632349726493755e-05,0,,162,100
3,124,766,1566,4.227559071781539e-20,0,,163,100
4,150,910,1710,3.1801068207743763e-15,0,,162,100
5,162,976,1776,6.206275882336849e-10,0,,158,100
6,172,1025,1825,4.6229986675830905e-10,0,,156,100
7,183,1106,1906,4.1933835974544447e-16,0,,152,100
8,189,1142,1942,0.00012229062727114466,0,,156,100
9,569,3409,4209,2.8371482564164205e-18,0,,174,100
10,1444,8434,9234,1.7544037222170549e-09,0,,181,100
11,1462,8539,9339,1.7479736452604936e-06,0,,173,100
12,1487,8678,9478,1.4963640823684278e-16,0,,170,100
13,1502,8770,9570,3.0574446489783706e-05,0,,172,100
14,1537,8999,9799,0.24116639054773945,1,,179,100
15,1545,9046,9846,1.1458657739527693e-34,0,,180,100
16,1572,9213,10013,2.682003506769166e-06,0,,182,100
17,1577,9243,10043,9.951015127717108e-14,0,,184,100
18,1615,9489,10289,2.5372286706819798e-23,0,,186,100
19,1636,9615,10415,1.785758620671971e-16,0,,177,100
20,1646,9679,10479,5.085929333938801e-13,0,,175,100
21,1672,9815,10615,2.985772133455332e-08,0,,171,100
