evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,0.0011442283824863798,1,,177,100
1,6,31,831,1.7716191181738305e-13,0,,178,100
2,14,78,878,3.4276714945932506e-16,0,,179,100
3,19,112,912,1.4178273926918085e-09,0,,181,100
4,24,145,945,4.076476688238753e-06,0,,184,100
5,29,170,970,1.0336751202330262e-13,0,,183,100
6,35,200,1000,3.8389901712894545e-12,0,,180,100
7,45,255,1055,6.306291010839153e-13,0,,182,100
8,52,297,1097,2.166502154478999e-18,0,,181,100
9,57,321,1121,4.578971424613408e-36,0,,179,100
10,62,348,1148,3.639182409705332e-23,0,,178,100
11,68,374,1174,1.4139613291767351e-11,0,,177,100
12,75,411,1211,5.140187820673207e-12,0,,174,100
13,81,443,1243,4.0906808964318856e-12,0,,174,100
14,86,469,1269,8.373743524065458e-11,0,,174,100
15,91,498,1298,8.14228786992827e-08,0,,174,100
16,96,527,1327,1.0527580121651839e-11,0,,175,100
17,104,567,1367,4.406131000123655e-21,0,,172,100
18,109,590,1390,1.9593733894101046e-19,0,,170,100
19,114,628,1428,1.2453472257610312e-13,0,,172,100
20,120,666,1466,2.540048518592168e-09,0,,168,100
21,125,692,1492,1.723018453419434e-16,0,,163,100
22,130,729,1529,6.624261748765384e-11,0,,153,100
23,135,754,1554,3.121853669480015e-08,0,,148,100
24,143,795,1595,2.383273318446135e-13,0,,139,100
25,149,827,1627,3.6562021116190796e-13,0,,132,100
26,156,861,1661,1.6793062836073224e-07,0,,124,100
27,162,887,1687,1.873097973515702e-14,0,,117,100
28,167,914,1714,9.111678387363e-10,0,,110,100
29,173,942,1742,2.273668764538002e-12,0,,105,100
30,178,973,1773,1.9907605049161102e-17,0,,100,100
