evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,7,41,841,6.653952633488163e-23,0,,156,100
1,14,86,886,1.2128121913543973e-12,0,,156,100
2,21,123,923,3.78986260330932e-05,0,,156,100
3,29,170,970,4.5214155299670264e-05,0,,159,100
4,37,225,1025,6.204621397337318e-05,0,,161,100
5,44,263,1063,4.657454728657717e-05,0,,158,100
6,50,297,1097,4.188344840577457e-06,0,,160,100
7,56,328,1128,4.2031758244652815e-11,0,,161,100
8,62,359,1159,2.4929945377308862e-08,0,,158,100
9,70,401,1201,1.2750770376238445e-18,0,,159,100
10,79,459,1259,5.0722150202957475e-11,0,,159,100
11,86,502,1302,0.8696156027847416,1,,154,100
12,95,552,1352,0.00048288850083006503,0,,152,100
13,100,580,1380,2.36129355263126e-13,0,,152,100
14,108,627,1427,5.490273312629276e-10,0,,154,100
15,115,674,1474,3.547526565332512e-07,0,,152,100
16,121,718,1518,1.1626130919682556e-16,0,,156,100
17,134,807,1607,1.3751509187574929e-08,0,,156,100
18,140,841,1641,1.492299801407488e-07,0,,160,100
19,174,1035,1835,1.665764226412115e-13,0,,160,100
20,209,1255,2055,2.001219772781595e-14,0,,162,100
21,215,1297,2097,2.4623259519841446e-06,0,,164,100
22,243,1473,2273,7.994721895369032e-55,0,,168,100
23,305,1844,2644,2.833018091029431e-19,0,,160,100
24,1223,7476,8276,1.8777896918142555e-13,0,,132,100
