evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,0,0,800,5.931610490591935e-06,0,,165,100
1,54,345,1145,1.0976127768061521e-09,0,,166,100
2,116,722,1522,1.690568930066293e-20,0,,162,100
3,124,766,1566,1.465507925595893e-15,0,,163,100
4,150,910,1710,6.757067589472081e-08,0,,162,100
5,162,976,1776,0.0017729345045396675,1,,158,100
6,172,1025,1825,2.2117176603864324e-12,0,,156,100
7,183,1106,1906,3.9670869152992787e-07,0,,152,100
8,189,1142,1942,5.8205686453314945e-12,0,,156,100
9,569,3409,4209,3.581692460024475e-18,0,,174,100
10,1444,8434,9234,1.1907588747288556e-28,0,,181,100
11,1462,8539,9339,1.3543879449742626e-07,0,,173,100
12,1487,8678,9478,9.19121331017999e-25,0,,170,100
13,1502,8770,9570,1.1288964051593711e-15,0,,172,100
14,1537,8999,9799,8.385495798442272e-16,0,,179,100
15,1545,9046,9846,2.228081473000805e-08,0,,180,100
16,1572,9213,10013,3.5356597395161136e-13,0,,182,100
17,1577,9243,10043,2.968169410244249e-26,0,,184,100
18,1615,9489,10289,1.5669987845233188e-11,0,,186,100
19,1636,9615,10415,4.7393962663541665e-28,0,,177,100
20,1646,9679,10479,7.292431687875556e-12,0,,175,100
21,1672,9815,10615,1.0022808641563347e-06,0,,171,100
