evaluation_index,window_index,char_start,char_end,p_z,extracted,error,n_tokens_in_chunk,sequence_len_tokens
0,2,12,812,0.017374869613745902,1,,179,100
1,33,195,995,1.1083585416044286e-13,0,,181,100
2,48,297,1097,6.87073117514913e-12,0,,181,100
3,70,411,1211,5.144776336789901e-25,0,,181,100
4,75,435,1235,1.3583875713302082e-25,0,,181,100
5,82,481,1281,1.774234741079505e-15,0,,177,100
6,91,530,1330,1.2507792360181564e-11,0,,176,100
7,96,556,1356,1.332575108016819e-08,0,,175,100
8,101,576,1376,2.2977747966782916e-06,0,,173,100
9,110,617,1417,0.00011870705048511828,0,,171,100
10,119,660,1460,2.156421914689247e-05,0,,170,100
11,127,714,1514,7.065957705896722e-08,0,,168,100
12,139,797,1597,5.329843197250801e-22,0,,172,100
13,144,828,1628,3.644153963500621e-18,0,,172,100
14,149,856,1656,5.421706276446494e-28,0,,173,100
15,154,901,1701,1.0507695884847883e-18,0,,174,100
16,162,942,1742,1.6146186752547445e-15,0,,172,100
17,168,975,1775,2.519377294770579e-07,0,,168,100
18,174,1002,1802,1.0353805656544563e-08,0,,167,100
19,179,1027,1827,6.614814888810405e-10,0,,164,100
20,185,1065,1865,1.1822939280179821e-08,0,,166,100
21,191,1102,1902,4.064729383710181e-15,0,,168,100
22,200,1147,1947,6.998430239661237e-29,0,,166,100
23,220,1250,2050,3.821264588551908e-16,0,,159,100
24,227,1289,2089,5.866456901486693e-15,0,,162,100
25,268,1513,2313,6.339907512766441e-21,0,,162,100
26,276,1567,2367,3.094086034545137e-08,0,,165,100
27,399,2279,3079,1.2250998870045642e-33,0,,109,100
28,406,2320,3120,3.77420523933615e-24,0,,101,100
